AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,,0.0,0.1,5.6,0.2,0.0,0.2
Cash_from_Operations,-3.4,-2.6,-5.6,-2.2,-2.7,-1.5,-0.7
Diluted_EPS,-0.103,-0.019,-0.41,-1.488,0.014,0.109,0.051
Goodwill_Intangibles,0.7,1.0,1.0,1.0,0.2,0.2,0.1
LT_Debt,0.0,0.0,0.0,0.2,0.0,0.0,0.0
Net_Income,-6.1,-0.9,-8.6,-14.2,0.1,1.0,0.5
Revenue,1.1,0.8,12.6,23.7,29.0,24.4,16.3
Shares_Diluted,59.1859,45.85,21.0226,9.5585,8.3039,9.225,9.225
Total_Assets,32.0,18.5,15.1,17.4,19.8,13.2,10.2
Total_Liabilities,19.1,19.3,14.7,19.4,8.7,9.0,7.6
