AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,8.3,17.4,5.4,4.1,3.4,2.8,2.6,2.8,2.9,4.4
Cash_from_Operations,14.6,-0.3,29.4,9.5,11.4,-8.9,4.8,3.7,-28.7,7.5
Diluted_EPS,-1.876,0.731,0.178,0.609,0.24,-0.022,-0.294,-2.368,0.428,-0.183
Goodwill_Intangibles,145.9,320.0,93.7,75.5,79.2,82.8,32.3,50.7,58.5,144.9
LT_Debt,127.1,131.9,30.6,22.7,22.1,20.8,0.0,20.1,18.6,36.1
Net_Income,-69.8,26.1,5.5,19.0,7.3,-0.7,-9.0,-77.5,14.0,-5.9
Revenue,448.1,375.8,224.0,229.4,212.1,170.7,148.2,155.3,158.3,168.1
Shares_Diluted,37.201,35.686,31.225,31.1308,30.3895,30.1554,30.5321,32.7449,32.7118,32.1493
Total_Assets,518.1,631.8,280.7,230.3,213.1,207.4,210.5,226.8,315.5,321.4
Total_Liabilities,226.0,261.7,76.1,49.1,46.9,44.5,49.6,52.4,58.3,74.2
