AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020
Capital_Expenditures,9.1,19.9,32.2
Cash_from_Operations,-77.7,-55.3,-22.0
Diluted_EPS,-1.352,-2.593,-0.522
Goodwill_Intangibles,13.4,15.7,17.9
LT_Debt,25.3,35.1,34.0
Net_Income,-95.1,-187.9,-37.8
Revenue,25.8,11.2,21.4
Shares_Diluted,70.3008,72.4376,72.4376
Total_Assets,103.3,146.3,163.8
Total_Liabilities,128.4,164.5,97.3
