AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,0.2,0.2,5.1,0.3,0.0,0.0,0.0
Cash_from_Operations,-6.8,-8.8,-7.1,-6.0,-4.8,-5.2,-3.2
Diluted_EPS,-0.857,-0.619,-0.558,-1.114,-0.978,-0.82,-0.684
Goodwill_Intangibles,0.0,8.1,0.1,0.1,0.2,0.3,0.4
LT_Debt,1.0,29.6,34.9,36.0,15.2,7.5,1.7
Net_Income,-23.8,-12.3,-8.8,-15.2,-8.4,-6.7,-5.0
Revenue,12.3,5.9,4.2,3.4,2.4,2.2,1.5
Shares_Diluted,27.7319,19.9354,15.6687,13.6163,8.5412,8.2297,7.3163
Total_Assets,42.3,56.7,56.5,55.3,10.5,2.6,2.0
Total_Liabilities,52.0,53.7,53.8,51.1,20.9,14.0,7.5
