AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019
Capital_Expenditures,0.2,0.6,,0.0
Cash_from_Operations,-29.3,-43.5,-29.1,-6.7
Diluted_EPS,-1.465,-1.855,-1.82,-0.166
Goodwill_Intangibles,45.6,37.6,43.5,1.5
LT_Debt,68.7,20.1,0.1,0.3
Net_Income,-38.8,-47.1,-40.8,-3.1
Revenue,75.6,21.6,0.1,17.4
Shares_Diluted,26.5113,25.4147,22.4367,18.4703
Total_Assets,184.0,137.5,141.9,79.6
Total_Liabilities,111.8,42.5,27.9,5.4
