AAII_YR_DATA,07/31/2021,07/31/2020,07/31/2019,07/31/2018,07/31/2017,07/31/2016,07/31/2015,07/31/2014
Capital_Expenditures,59.0,76.0,38.0,102.0,416.0,142.0,104.0,104.0
Cash_from_Operations,2414.0,2324.0,2112.0,1599.0,1460.0,1589.0,1446.0,1446.0
Diluted_EPS,7.553,6.917,5.898,5.092,3.774,3.694,1.276,3.117
Goodwill_Intangibles,8865.0,1682.0,1709.0,1733.0,1317.0,1326.0,1353.0,1456.0
LT_Debt,2034.0,2031.0,386.0,388.0,438.0,488.0,500.0,499.0
Net_Income,2062.0,1826.0,1557.0,1329.0,985.0,979.0,365.0,907.0
Revenue,9633.0,7679.0,6784.0,6025.0,5196.0,4694.0,4192.0,4243.0
Shares_Diluted,273.0,264.0,264.0,261.0,261.0,265.0,286.0,286.0
Total_Assets,15516.0,10931.0,6283.0,5134.0,4068.0,4250.0,4968.0,5201.0
Total_Liabilities,5647.0,5825.0,2534.0,2318.0,2714.0,3089.0,2636.0,2123.0
