AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,987.0,373.0,402.0,289.0,147.0,135.0,88.0,103.0
Cash_from_Operations,4304.0,2798.0,2739.0,3399.0,2576.0,1629.0,1380.0,1294.0
Diluted_EPS,-3.825,1.539,1.814,2.882,0.856,-0.586,1.293,1.046
Goodwill_Intangibles,106072.0,23061.0,24149.0,24846.0,35423.0,11056.0,13153.0,11924.0
LT_Debt,48820.0,14617.0,15253.0,15013.0,14974.0,14755.0,7841.0,7616.0
Net_Income,-7420.0,780.0,919.0,1531.0,429.0,-225.0,789.0,686.0
Revenue,33817.0,12191.0,10671.0,11144.0,10553.0,6873.0,6497.0,6394.0
Shares_Diluted,1940.0,664.0,672.0,711.0,688.0,384.0,610.0,656.0
Total_Assets,134001.0,34427.0,34087.0,33735.0,32550.0,22555.0,15672.0,15864.0
Total_Liabilities,86906.0,22828.0,23623.0,23844.0,24164.0,17945.0,10505.0,10413.0
