AAII_YR_DATA,06/30/2021,06/30/2020,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014,06/30/2013
Capital_Expenditures,0.0,0.2,0.2,0.4,0.3,0.2,0.6,0.1,1.7
Cash_from_Operations,5.6,2.4,5.1,3.0,1.9,1.9,2.1,-1.4,5.2
Diluted_EPS,0.02,0.054,0.05,-0.005,0.02,0.002,0.0,-0.011000000000000001,-0.02
Goodwill_Intangibles,2.0,2.2,2.8,3.4,3.6,4.2,5.0,5.5,11.9
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,1.3,3.6,3.3,-0.3,1.3,0.2,0.0,-0.7,-1.2
Revenue,6.5,9.9,9.3,6.6,6.4,7.8,10.2,9.7,9.0
Shares_Diluted,65.5397,65.5397,65.5397,65.5397,65.677,65.6162,63.0444,62.2397,62.2397
Total_Assets,53.9,48.2,45.8,42.9,41.7,40.3,41.5,40.9,41.7
Total_Liabilities,9.1,8.6,8.6,7.7,7.0,6.0,5.2,4.8,4.6
