AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,1.1,0.6,1.0,0.6,0.8,0.2,1.7,13.0,4.0
Cash_from_Operations,-10.0,-16.0,-21.3,-19.4,-21.1,-24.3,-36.2,-35.9,-34.1
Diluted_EPS,-0.095,-0.135,-0.315,-0.2,-1.058,-1.262,-1.787,-2.315,-3.736
Goodwill_Intangibles,25.8,28.1,30.6,,,,,,
LT_Debt,7.7,18.8,19.1,19.1,62.2,57.8,57.0,9.9,13.4
Net_Income,-16.6,-20.2,-37.2,-20.2,-30.9,-31.1,-43.7,-51.7,-32.6
Revenue,44.3,38.4,29.4,21.2,18.2,14.0,9.8,9.1,8.4
Shares_Diluted,174.832,148.892,117.982,101.248,29.235,24.617,24.469,22.314,8.731
Total_Assets,87.1,81.2,72.7,46.6,36.9,46.0,71.2,77.2,69.9
Total_Liabilities,57.4,49.8,49.2,33.6,87.6,76.2,73.2,44.0,30.9
