AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,25.4,15.6,10.1,29.8,17.1,11.2,19.8,62.5,251.2,291.7
Cash_from_Operations,91.8,88.5,117.4,74.5,54.4,56.8,62.2,186.3,291.1,337.4
Diluted_EPS,0.159,-0.04,-9.635,-4.335,-10.062,-9.883,-10.808,-14.832,-21.236,1.7009999999999998
Goodwill_Intangibles,89.4,101.8,108.5,222.0,233.6,22.8,56.1,70.6,147.0,412.4
LT_Debt,102.5,142.6,214.0,321.8,342.9,278.0,337.8,379.4,755.6,335.2
Net_Income,2.2,-0.6,-136.1,-60.3,-131.8,-105.7,-96.4,-131.8,-188.1,181.1
Revenue,697.1,594.5,529.7,527.6,466.7,382.3,397.2,518.0,942.9,1041.1
Shares_Diluted,14.002,14.232,14.129,13.9206,13.1021,10.6967,8.9183,8.8833,8.8585,106.46
Total_Assets,566.2,672.7,740.9,969.9,1001.7,853.9,910.4,1066.5,1829.2,2123.2
Total_Liabilities,266.0,311.2,366.2,479.8,466.3,377.7,435.0,503.3,971.2,532.2
