AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,35.7,25.5,16.4,17.8,17.2,17.9,43.6,23.7,21.5,14.6
Cash_from_Operations,572.0,349.6,534.4,335.8,170.6,306.5,281.7,222.8,145.0,150.3
Diluted_EPS,15.41,10.776,7.011,6.504,6.492,5.806,5.151,4.905,4.325,3.678
Goodwill_Intangibles,605.9,620.9,582.4,583.2,539.8,543.8,538.3,538.8,573.8,596.5
LT_Debt,11.4,98.2,4.8,157.7,135.8,22.1,235.6,245.8,303.9,230.6
Net_Income,549.8,381.7,246.4,225.5,223.1,190.8,168.0,159.3,139.9,118.7
Revenue,7274.3,6280.2,5054.9,4770.4,4546.7,4342.0,4220.7,4113.2,3944.5,3743.3
Shares_Diluted,35.6836,35.4238,35.1506,34.6756,34.3743,32.8626,32.6165,32.4804,32.3589,32.2693
Total_Assets,3488.2,3085.9,2484.3,2556.2,2161.0,2046.9,1874.6,1788.4,1791.1,1669.5
Total_Liabilities,1599.0,1420.9,997.7,1120.7,813.2,748.9,868.8,831.1,907.1,829.1
