AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,12.3,6.5,5.6,9.0,3.1,5.2,10.1,6.8,6.4,5.3
Cash_from_Operations,64.1,58.9,28.8,52.0,44.9,30.8,26.8,33.6,28.9,33.6
Diluted_EPS,3.255,3.164,1.969,2.633,2.207,1.568,1.42,1.54,1.6,1.289
Goodwill_Intangibles,45.9,45.9,45.8,40.5,41.0,41.7,43.0,30.6,31.5,32.7
LT_Debt,105.0,104.8,71.2,71.2,70.6,70.6,70.6,20.6,20.6,20.6
Net_Income,58.7,53.2,31.5,39.9,33.6,23.7,20.4,22.1,23.0,16.6
Revenue,213.7,179.6,167.2,155.7,131.9,108.9,94.3,87.2,86.9,71.4
Shares_Diluted,18.02,16.82,16.0,15.164,15.21,15.132,14.375,14.338,14.36,12.880999999999998
Total_Assets,5475.2,5328.9,4729.4,3763.7,3221.5,2768.8,2573.8,2285.1,2189.2,2131.3
Total_Liabilities,4944.4,4886.1,4313.3,3458.7,2958.7,2524.9,2362.0,2083.2,2000.7,1966.4
