AAII_YR_DATA,04/30/2022,04/30/2021,04/30/2020,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.4,,,1.0,0.0,0.0,0.0,,
Cash_from_Operations,-16.0,-1.4,-0.8,-0.9,-1.4,-1.6,-0.3,-0.2,0.1
Diluted_EPS,-0.242,-0.56,-0.117,-16.182,19.507,-139.959,-11.109,,1703.161
Goodwill_Intangibles,27.8,10.0,2.5,,,0.0,0.1,1.3,
LT_Debt,1.0,1.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-11.7,-13.2,-1.6,-2.6,1.1,-4.9,-0.4,-7.4,0.2
Revenue,6.4,5.0,0.4,0.1,0.0,0.2,0.0,0.0,0.0
Shares_Diluted,48.2203,23.6557,13.7322,0.1633,0.0579,0.0348,0.0344,,
Total_Assets,85.1,11.7,2.8,0.3,0.8,0.6,0.1,1.6,0.3
Total_Liabilities,7.2,6.4,1.3,2.8,2.6,4.4,0.3,0.3,0.0
