AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,555.0,399.0,365.0,524.0,493.0,662.0,784.0,649.0,839.0,1042.0
Cash_from_Operations,-5549.0,-2894.0,-3536.0,-808.0,-1264.0,-1975.0,446.0,610.0,1399.0,2225.0
Diluted_EPS,10.514,13.415,7.489,-9.343,1.644,0.892,4.783,4.848,3.172,1.551
Goodwill_Intangibles,830.0,915.0,1115.0,1194.0,1424.0,838.0,709.0,1070.0,605.0,1044.0
LT_Debt,3259.0,4787.0,4452.0,3716.0,4203.0,4160.0,3069.0,2926.0,2855.0,3179.0
Net_Income,1610.0,2044.0,1121.0,-1322.0,233.0,126.0,709.0,738.0,467.0,230.0
Revenue,67232.0,59152.0,41404.0,41140.0,45743.0,45794.0,42679.0,43455.0,57161.0,61347.0
Shares_Diluted,153.1348,152.3667,149.6898,141.4923,141.7038,141.2651,148.2265,152.239,147.2308,148.2573
Total_Assets,24580.0,23819.0,23655.0,18317.0,19425.0,18871.0,19188.0,17914.0,21432.0,26781.0
Total_Liabilities,15356.0,16150.0,17586.0,12404.0,13252.0,11723.0,12044.0,11473.0,12986.0,16924.0
