AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,1.5,2.0,6.5,2.9,3.7,3.1,2.2
Cash_from_Operations,-2.4,14.2,3.0,-11.7,-48.5,-36.6,-25.6
Diluted_EPS,-0.444,-0.42,-0.569,-0.763,-1.073,-1.302,-0.435
Goodwill_Intangibles,5.5,5.5,5.6,6.1,6.7,7.6,7.4
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-48.8,-43.1,-53.4,-65.5,-84.5,-61.9,-32.5
Revenue,205.2,193.2,179.8,166.2,149.3,132.3,105.6
Shares_Diluted,109.973,102.527,93.77,85.845,78.755,47.517,74.6488
Total_Assets,212.4,210.4,184.4,153.1,161.1,191.8,111.3
Total_Liabilities,176.4,156.3,124.9,112.3,93.0,76.7,60.8
