AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,63.5,23.2,38.8,42.2,23.7,53.5,17.1,10.9,5.9,5.3
Cash_from_Operations,604.9,657.4,426.8,431.5,470.8,165.9,152.3,83.7,95.1,126.4
Diluted_EPS,7.166,6.745,4.028,5.222,4.641,2.705,2.909,2.515,2.006,1.673
Goodwill_Intangibles,1881.5,1853.6,1862.1,1870.9,1853.3,1864.7,566.7,449.2,246.4,247.5
LT_Debt,426.5,425.9,673.6,752.3,485.1,465.5,350.8,141.6,96.2,98.7
Net_Income,545.6,512.1,304.7,400.9,359.4,174.0,127.2,95.5,70.5,57.7
Revenue,1373.9,1031.2,1021.0,1067.9,946.7,636.1,363.6,255.2,206.2,191.3
Shares_Diluted,76.1339,75.9271,75.6544,76.7639,77.4499,64.3282,43.732,37.9738,35.1269,34.5093
Total_Assets,41970.0,38469.4,34932.9,27805.5,25031.0,22205.7,11194.6,8714.5,6018.2,5563.8
Total_Liabilities,36450.6,33158.8,30028.2,23449.7,21065.1,18497.7,9697.9,7558.9,5215.6,4840.1
