AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,58.4,51.7,32.9,64.4,108.8,49.0,51.5
Cash_from_Operations,-151.6,498.5,309.5,389.4,413.8,317.5,318.1
Diluted_EPS,7.012,7.355,3.078,2.2,5.502,2.844,2.071
Goodwill_Intangibles,1944.1,2050.9,1956.8,1977.5,1885.5,1483.7,1431.4
LT_Debt,543.7,842.4,842.9,842.0,942.3,494.1,745.3
Net_Income,401.1,476.5,181.0,133.3,335.6,171.8,122.8
Revenue,3374.9,3408.0,2761.3,3074.5,3345.5,2786.0,2748.0
Shares_Diluted,57.2,59.2,58.8,60.6,61.0,60.4,59.3
Total_Assets,4390.2,4486.6,4615.0,4423.7,4042.7,3593.5,3428.0
Total_Liabilities,2488.8,2654.3,3086.1,2950.0,2518.5,2248.3,2294.2
