AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,1.9,1.5,1.9,3.2,2.2,2.9,7.1,7.2,1.8,2.0
Cash_from_Operations,56.5,85.1,8.1,39.3,47.7,45.9,28.9,32.3,33.1,59.8
Diluted_EPS,5.152,5.164,4.123,4.842,3.924,3.006,3.395,3.04,2.872,2.7510000000000003
Goodwill_Intangibles,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,47.8,48.1,38.6,45.3,36.8,28.1,31.6,28.4,27.0,25.9
Revenue,131.1,122.1,128.5,132.3,118.8,106.0,97.7,92.2,86.6,84.9
Shares_Diluted,9.2695,9.3109,9.3729,9.3598,9.3703,9.3346,9.2935,9.3495,9.3929,9.4277
Total_Assets,3980.5,4044.6,3782.4,3300.9,3042.5,2963.4,2655.8,2493.6,2334.3,2167.8
Total_Liabilities,3501.2,3556.1,3319.0,2873.8,2658.7,2608.3,2325.7,2183.9,2044.2,1894.4
