AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,0.1,0.1,0.3,0.6,0.0,0.0,0.0,0.0
Cash_from_Operations,-70.9,-40.5,-19.1,-3.1,12.6,-14.6,-10.2,-15.5
Diluted_EPS,-10.137,-11.427,-4.498,-14.394,7.595,-22.385,-14.587,-0.408
Goodwill_Intangibles,14.4,16.0,16.8,19.7,32.0,,,
LT_Debt,32.8,0.0,0.0,14.3,0.0,0.0,2.4,5.3
Net_Income,-84.4,-63.5,-16.1,-41.7,11.9,-16.5,-10.5,-3.5
Revenue,5.4,6.7,6.8,7.0,27.8,1.2,,0.0
Shares_Diluted,8.3237,5.5571,3.573,2.8977,1.5628,0.7358,0.7191,8.6301
Total_Assets,80.2,43.8,36.1,70.3,42.8,5.8,21.7,12.3
Total_Liabilities,57.1,19.2,15.1,49.3,14.9,5.6,8.6,10.3
