AAII_YR_DATA,12/31/2022
Capital_Expenditures,449.2
Cash_from_Operations,2974.7
Diluted_EPS,0.806
Goodwill_Intangibles,25071.9
LT_Debt,8889.3
Net_Income,2891.5
Revenue,17936.2
Shares_Diluted,3587.473
Total_Assets,35668.8
Total_Liabilities,23950.1
