AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,0.9,1.5,0.5,2.5,2.0,3.3,3.8
Cash_from_Operations,-3.6,2.0,6.9,2.2,-7.2,0.1,0.6
Diluted_EPS,-0.371,0.986,-0.024,-0.697,-0.86,-0.254,-0.029
Goodwill_Intangibles,2.4,1.0,1.3,2.5,2.7,4.9,2.7
LT_Debt,5.6,0.1,1.1,7.0,10.5,1.9,0.0
Net_Income,-7.2,17.9,-0.3,-10.1,-12.3,-3.6,-0.4
Revenue,41.2,27.0,21.5,37.3,64.7,72.6,76.3
Shares_Diluted,19.293,18.192,14.722,14.488,14.334,14.251,14.233
Total_Assets,71.8,75.8,55.5,57.6,59.6,59.0,62.4
Total_Liabilities,25.1,23.5,28.4,31.9,28.6,14.9,17.3
