AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,1.2,3.1,5.4,8.3,5.9,1.2,1.8,5.7
Cash_from_Operations,-53.9,-38.5,-7.6,11.5,-19.0,-22.1,-32.5,-29.2
Diluted_EPS,-13.922,-3.992,-2.037,-0.722,-2.791,-1.269,-3.928,-2.133
Goodwill_Intangibles,426.1,881.2,6.7,4.2,2.0,1.0,0.5,1.1
LT_Debt,226.1,184.4,174.0,0.0,46.7,67.2,114.0,12.8
Net_Income,-465.3,-128.6,-55.4,-17.1,-53.2,-25.4,-76.7,-41.6
Revenue,298.5,267.1,186.9,210.4,150.7,130.4,112.8,77.6
Shares_Diluted,33.419,32.202,27.213,23.746,19.06,19.9957,19.5196,19.5196
Total_Assets,691.2,1263.8,422.5,224.3,153.8,100.8,86.9,82.3
Total_Liabilities,479.6,573.1,265.3,81.0,101.8,113.0,157.7,84.4
