AAII_YR_DATA,12/31/2005,12/31/2004
Capital_Expenditures,,
Cash_from_Operations,,
Diluted_EPS,-0.79,-0.226
Goodwill_Intangibles,1.1,0.1
LT_Debt,8.5,1.1
Net_Income,-2.2,-0.6
Revenue,9.7,8.4
Shares_Diluted,2.789,2.7334
Total_Assets,12.9,10.1
Total_Liabilities,10.4,5.5
