AAII_YR_DATA,06/30/2022,06/30/2021,06/30/2020,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014,06/30/2013
Capital_Expenditures,0.0,0.0,0.2,0.1,0.0,0.0,0.2,0.1,0.1,0.4
Cash_from_Operations,-7.4,12.1,22.0,0.8,-2.0,1.5,2.7,4.2,-1.7,4.9
Diluted_EPS,-0.324,1.527,0.518,-0.121,-0.199,0.082,0.151,0.071,-0.094,0.016
Goodwill_Intangibles,1.6,1.5,1.4,1.4,1.3,1.4,1.4,1.3,2.4,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-3.8,17.7,5.6,-1.3,-2.1,0.9,1.6,0.8,-1.0,0.2
Revenue,24.0,184.1,75.1,36.5,30.1,48.6,59.8,46.3,31.0,32.8
Shares_Diluted,11.6138,11.5929,10.716,10.5702,10.5386,10.6609,10.6539,10.6407,10.3869,10.9439
Total_Assets,52.0,57.8,65.4,21.2,25.1,32.3,31.7,24.7,22.3,23.2
Total_Liabilities,11.0,13.1,45.0,6.4,9.0,14.2,14.6,9.0,6.9,6.9
