AAII_YR_DATA,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
Capital_Expenditures,2.9,1.7,0.4,1.4,12.9,8.9,
Cash_from_Operations,3.9,0.4,0.0,3.9,4.1,4.0,-0.1
Diluted_EPS,0.078,-0.607,-67.803,-55.624,7.985,2.296,-5.023
Goodwill_Intangibles,3.3,4.1,4.9,7.7,21.9,13.0,
LT_Debt,5.2,6.4,1.3,3.2,23.5,8.5,0.0
Net_Income,0.3,-0.4,-22.7,-16.5,2.2,0.4,-0.1
Revenue,17.3,14.6,11.0,25.5,42.5,18.4,0.0
Shares_Diluted,4.4144,0.6607,0.3353,0.2958,0.2759,0.1803,0.0153
Total_Assets,34.3,34.2,35.8,68.5,95.9,41.0,0.3
Total_Liabilities,8.8,9.6,26.7,37.2,53.2,20.8,0.0
