AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,222.0,293.5,172.7,265.7,250.0,179.1,207.1,170.5,141.0,90.2
Cash_from_Operations,1250.0,1367.0,1443.9,1064.0,710.7,518.9,635.0,544.3,388.7,428.1
Diluted_EPS,4.133,3.664,2.093,1.741,1.52,1.718,1.498,1.376,1.247,1.025
Goodwill_Intangibles,4972.0,5286.0,5405.8,5256.9,5310.2,4280.3,3639.0,2534.4,2534.4,2091.2
LT_Debt,2622.0,2777.2,2812.6,3715.4,4188.7,3277.6,3275.7,1528.7,1784.2,1264.2
Net_Income,1149.0,1090.9,638.4,541.3,480.1,533.7,464.0,423.2,381.5,311.6
Revenue,12794.0,13088.5,11628.8,12506.1,11876.7,9736.9,8584.0,7192.6,6740.1,5062.5
Shares_Diluted,278.0,297.722,305.006,310.969,315.849,310.649,309.784,307.496,306.045,304.131
Total_Assets,12038.0,12606.2,12360.5,12780.0,11393.4,9366.9,8303.2,5647.8,5475.7,4518.8
Total_Liabilities,6585.0,6834.4,6704.8,7771.1,6611.1,5168.7,4860.3,2533.2,2755.1,2168.0
