AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,0.0,0.0,0.0,0.8,0.8,0.1,0.0
Cash_from_Operations,-13.2,-16.3,-7.9,-8.6,-7.4,-2.1,-1.9
Diluted_EPS,-2.657,-1.605,-2.317,-1.478,-0.617,-0.322,-0.284
Goodwill_Intangibles,25.8,16.3,9.5,9.9,,,
LT_Debt,93.9,37.5,37.8,20.8,0.2,0.0,0.0
Net_Income,-61.7,-24.8,-29.7,-15.9,-5.0,-2.4,-2.0
Revenue,69.1,52.2,43.1,35.7,21.3,13.8,6.7
Shares_Diluted,23.2357,15.4239,12.7999,10.7657,8.0419,7.3631,6.9039
Total_Assets,100.4,72.6,68.6,57.0,19.1,4.7,2.7
Total_Liabilities,128.8,55.3,65.3,34.5,5.0,5.0,3.3
