AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019
Capital_Expenditures,0.3,,,
Cash_from_Operations,-20.0,-0.8,0.0,0.0
Diluted_EPS,-0.4,-0.099,-0.004,0.0
Goodwill_Intangibles,5.3,,,
LT_Debt,0.0,0.0,0.0,0.0
Net_Income,-20.3,-0.7,0.0,0.0
Revenue,72.5,,,
Shares_Diluted,50.812,7.458,7.458,7.458
Total_Assets,40.9,58.2,0.0,0.0
Total_Liabilities,12.4,2.3,0.1,0.0
