AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,10.1,6.4,8.7,12.2,8.6,11.0,11.4
Cash_from_Operations,-17.0,40.5,4.0,2.6,14.9,44.1,19.1
Diluted_EPS,-0.006,0.222,0.086,0.811,0.842,0.457,0.918
Goodwill_Intangibles,4.8,4.8,4.7,5.0,6.0,5.8,6.2
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-0.1,3.3,1.3,12.0,12.5,6.8,13.6
Revenue,331.0,267.4,383.1,448.5,415.6,392.7,421.4
Shares_Diluted,14.811,14.8068,14.8018,14.7982,14.796,14.7873,14.7848
Total_Assets,349.3,331.7,301.7,252.3,245.0,201.3,228.7
Total_Liabilities,208.3,197.3,181.0,137.6,141.2,116.3,149.9
