AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011
Capital_Expenditures,0.4,0.0,0.0,0.0,0.3,0.3,1.6
Cash_from_Operations,-1.1,0.0,-1.2,-1.3,-0.3,-1.9,-1.9
Diluted_EPS,0.0,0.0,-0.066,-0.144,-0.017,-0.057,-0.049
Goodwill_Intangibles,0.8,0.0,,,,,
LT_Debt,1.1,0.0,0.0,0.0,0.0,0.0,1.9
Net_Income,-0.2,0.0,-4.6,-10.0,-1.2,-3.4,-2.6
Revenue,0.6,0.0,0.7,0.4,1.3,1.8,0.7
Shares_Diluted,724.0614,196.7214,69.8478,69.5315,68.6213,60.1162,53.5398
Total_Assets,2.4,0.0,2.8,7.3,5.5,6.5,6.7
Total_Liabilities,2.6,0.0,0.5,0.5,0.6,0.4,3.3
