AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,03/31/2018,03/31/2017,03/31/2016,03/31/2015
Capital_Expenditures,0.6,0.0,,,,,0.0,0.0
Cash_from_Operations,-0.5,-0.2,-0.7,0.0,-0.2,-0.2,0.0,-2.6
Diluted_EPS,-0.076,-1.208,,595.378,,,,
Goodwill_Intangibles,,,,,,,6.0,
LT_Debt,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-6.9,-11.5,-10.8,7.1,-4.4,-6.0,-0.2,-1.4
Revenue,0.3,0.3,0.5,0.5,0.0,0.1,0.0,0.0
Shares_Diluted,90.3274,9.4878,0.0053,0.0119,,,,
Total_Assets,0.8,0.2,0.0,0.0,0.0,0.1,0.1,7.0
Total_Liabilities,4.5,10.4,6.0,8.5,11.9,10.9,10.4,3.0
