AAII_YR_DATA,04/01/2022,04/02/2021,04/03/2020,03/29/2019,03/30/2018,03/31/2017,04/01/2016,04/03/2015,03/28/2014
Capital_Expenditures,6.0,6.0,89.0,207.0,142.0,70.0,272.0,260.0,260.0
Cash_from_Operations,974.0,706.0,-861.0,1495.0,950.0,-209.0,796.0,1281.0,1281.0
Diluted_EPS,1.415,0.923,6.045,0.049,1.704,-0.172,3.713,1.261,1.276
Goodwill_Intangibles,3896.0,3983.0,3652.0,10700.0,10962.0,11631.0,3591.0,3671.0,6626.0
LT_Debt,2736.0,3288.0,3465.0,3961.0,5026.0,6876.0,2207.0,1746.0,2095.0
Net_Income,836.0,554.0,3887.0,31.0,1138.0,-106.0,2488.0,878.0,898.0
Revenue,2796.0,2551.0,2490.0,2456.0,2559.0,4019.0,3600.0,3956.0,6676.0
Shares_Diluted,591.0,600.0,643.0,632.0,668.0,618.0,670.0,696.0,704.0
Total_Assets,6943.0,6361.0,7735.0,15938.0,15759.0,18174.0,11767.0,13233.0,13539.0
Total_Liabilities,7036.0,6861.0,7725.0,10200.0,10736.0,14687.0,8091.0,7298.0,7742.0
