AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,8.8,8.4,1.4,4.0,0.1,0.0
Cash_from_Operations,-674.7,168.4,15.7,31.6,50.3,10.4
Diluted_EPS,-1.313,1.429,0.081,-0.006,-0.17,-0.107
Goodwill_Intangibles,82.7,87.0,,,,
LT_Debt,986.4,695.4,62.6,118.6,75.0,0.0
Net_Income,-108.7,135.4,6.0,-0.5,-12.3,-7.7
Revenue,907.3,801.3,228.6,159.8,88.5,51.2
Shares_Diluted,82.7713,94.7726,73.6214,72.4609,72.4609,72.4609
Total_Assets,1936.1,1820.5,477.3,393.5,645.9,
Total_Liabilities,1263.6,1013.4,177.0,293.6,554.7,
