AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,3.7,1.2,0.8,2.2,1.9,8.3,1.9,1.8,1.3,0.4
Cash_from_Operations,-59.6,-65.6,-53.6,-77.6,-49.2,-50.5,-34.0,-33.7,-20.5,-12.6
Diluted_EPS,-0.924,-0.086,-2.562,-1.908,-1.574,-2.2,-1.801,-1.71,-2.69,-0.649
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,54.0,51.4,41.2,49.3,24.8,12.5,14.1,15.3,13.5,0.7
Net_Income,-71.0,-6.6,-155.6,-86.4,-60.0,-63.4,-44.7,-39.7,-28.7,-13.3
Revenue,51.5,43.5,17.4,4.2,2.0,1.9,1.9,1.8,0.8,0.0
Shares_Diluted,76.875,76.3929,60.7522,45.2732,38.1151,28.8182,24.8163,23.2442,10.6529,20.5695
Total_Assets,149.3,204.9,261.9,78.7,73.0,55.4,74.9,110.3,78.2,19.1
Total_Liabilities,113.9,116.9,185.8,82.4,37.2,29.3,22.9,20.7,19.5,4.3
