AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,1383.3,1284.8,1682.2,1492.9,1478.0,1614.4,1973.0,1930.3,2212.8
Cash_from_Operations,3518.0,2603.7,2796.0,2849.3,4606.3,3902.2,3702.8,5161.9,4817.5
Diluted_EPS,1.601,0.619,0.911,1.826,1.738,1.076,1.573,2.025,1.905
Goodwill_Intangibles,9794.0,9625.7,9723.3,10136.3,10590.0,10785.0,5617.2,1567.2,1376.8
LT_Debt,1402.0,37.7,2787.3,2823.3,3847.3,4768.1,6.9,10.1,13.7
Net_Income,1674.8,649.9,974.7,1971.5,1887.0,1175.1,1717.6,2252.4,2187.3
Revenue,27404.2,24649.9,28027.7,30825.1,31824.1,26531.6,29642.1,32948.9,35410.8
Shares_Diluted,1045.91,1050.032,1070.115,1079.802,1085.439,1092.071,1092.053,1112.514,1147.942
Total_Assets,37056.9,36079.8,37221.0,38215.8,40546.7,40080.5,34536.6,39431.9,40263.3
Total_Liabilities,14641.5,15994.5,16274.1,16160.5,18155.8,18372.1,11398.6,13104.7,12644.9
