AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,85.4,0.1,0.5,0.5,0.2,2.1,2.9
Cash_from_Operations,-24.1,-0.4,-0.5,1.2,0.2,0.9,1.5
Diluted_EPS,-1.106,-0.222,-0.411,0.07,-0.113,-0.032,0.067
Goodwill_Intangibles,,0.2,0.3,0.4,0.4,0.3,0.7
LT_Debt,94.6,0.0,2.7,2.8,2.9,3.1,0.0
Net_Income,-92.5,-0.4,-0.8,0.1,-0.2,-0.1,0.1
Revenue,,13.4,17.6,18.2,17.2,17.6,17.6
Shares_Diluted,83.6445,1.9764,1.9803,1.9836,2.0076,2.0186,2.0186
Total_Assets,264.9,15.4,16.9,17.4,16.9,18.3,15.0
Total_Liabilities,141.7,3.6,4.6,4.3,4.0,4.8,1.5
