AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.3,3.1,5.9,0.1,0.1,0.4,1.2,0.4,0.2,0.5
Cash_from_Operations,10.0,2.8,6.9,-0.5,0.4,0.2,0.2,0.1,-0.1,1.4
Diluted_EPS,0.582,0.373,0.237,0.103,0.024,0.067,-0.303,-0.183,-0.37,-0.218
Goodwill_Intangibles,8.6,9.2,4.4,4.8,0.2,,0.0,0.0,0.0,0.0
LT_Debt,14.7,16.0,13.3,8.6,0.0,0.0,0.0,2.3,3.9,4.1
Net_Income,15.7,10.0,6.4,2.8,0.7,1.8,-4.0,-2.3,-4.5,-2.7
Revenue,182.7,141.0,113.9,82.0,54.1,62.0,48.3,60.9,70.7,87.1
Shares_Diluted,26.9396,26.9396,26.9396,26.9396,27.0248,27.4374,13.2148,12.2755,12.2168,12.1756
Total_Assets,71.3,59.3,40.6,27.0,13.0,13.3,12.9,16.2,18.9,24.9
Total_Liabilities,28.0,31.6,23.0,15.8,4.6,5.6,7.0,12.3,12.8,14.5
