AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.2,1.4,0.1,0.0,0.0,0.0,0.0,
Cash_from_Operations,-2.3,-2.6,-1.6,-0.5,-0.6,-0.7,-0.6,0.0
Diluted_EPS,-0.347,-2.323,-3.26,-8.018,-8.9,-1.192,-27.69,-30.503
Goodwill_Intangibles,3.5,3.7,1.0,,,,,
LT_Debt,10.6,8.7,2.3,0.4,1.2,0.7,0.3,0.0
Net_Income,-5.9,-2.7,-1.5,-0.6,-0.5,-0.1,-1.1,0.0
Revenue,30.2,5.9,3.2,0.0,0.0,0.3,0.1,0.0
Shares_Diluted,16.8714,1.1417,0.4747,0.0736,0.0551,0.0541,0.0411,
Total_Assets,8.2,8.8,1.7,0.0,0.1,0.0,0.2,0.0
Total_Liabilities,18.7,13.4,4.3,1.7,1.6,1.4,2.4,0.0
