AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,660.1,736.3,565.8,589.1,776.4,639.3,490.4,227.2,223.1
Cash_from_Operations,868.8,1016.2,640.1,918.2,816.8,573.2,468.2,310.2,289.1
Diluted_EPS,-0.789,-1.882,-3.516,-0.575,-1.992,-4.528,-2.525,0.222,0.07
Goodwill_Intangibles,5702.2,5369.8,7210.0,6436.4,6861.5,7555.2,8195.2,1498.9,
LT_Debt,7653.8,7459.6,8195.3,8189.8,6379.6,6108.2,5897.1,2304.6,0.0
Net_Income,-175.6,-437.8,-687.3,-106.1,-345.2,-778.1,-432.3,38.0,12.0
Revenue,4815.1,4814.8,3782.4,3867.0,3705.7,3590.0,2723.8,1217.3,1204.6
Shares_Diluted,222.6,232.6,195.5,184.3691,173.3136,171.85,171.2221,171.2221,171.2221
Total_Assets,13575.2,15365.7,15076.3,14937.5,13446.6,13616.9,14143.9,3238.1,
Total_Liabilities,11657.8,13145.7,12464.9,11827.7,10334.0,10287.3,9964.3,3030.6,
