AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,20.3,43.5,75.0,54.2,20.7,9.1,11.5
Cash_from_Operations,-8.9,-74.1,-67.5,-36.6,21.9,-23.4,-54.1
Diluted_EPS,-41.505,-64.768,-101.762,-34.74,-0.685,-19.573,-54.198
LT_Debt,757.4,686.9,599.0,468.2,70.1,2.3,1.2
Net_Income,-153.4,-236.6,-357.1,-112.9,-2.1,-57.4,-115.0
Revenue,656.9,647.1,619.5,529.8,426.0,387.7,259.7
Shares_Diluted,3.697,3.653,3.5093,3.2508,3.1023,2.932,2.1224
Total_Assets,668.6,717.1,860.6,1099.4,637.9,533.6,578.9
Total_Liabilities,1043.7,943.4,886.1,800.4,284.1,221.0,233.1
