AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,6.3,5.2,9.7,3.8,1.5,4.0,4.5,4.7,5.1,2.7
Cash_from_Operations,60.6,115.9,-48.6,53.7,34.6,38.8,22.6,33.8,25.2,34.9
Diluted_EPS,2.364,1.977,1.877,1.831,1.536,0.639,0.688,0.526,0.53,0.347
Goodwill_Intangibles,93.1,93.3,89.1,84.8,84.8,84.8,84.8,84.8,84.8,84.8
LT_Debt,52.9,52.9,52.9,52.9,52.9,52.9,52.9,62.9,62.9,62.9
Net_Income,40.1,33.4,31.6,30.8,26.2,10.9,11.7,9.1,9.3,6.0
Revenue,131.3,106.4,106.2,112.8,99.4,86.9,81.2,79.7,78.2,82.2
Shares_Diluted,16.985,16.893,16.822,16.827,17.072,17.013,17.061,17.318,17.488,17.399
Total_Assets,4526.0,4263.8,3798.1,3089.0,2959.2,2898.8,2845.2,2797.9,2627.2,2611.9
Total_Liabilities,4123.2,3868.9,3455.2,2761.9,2656.6,2614.6,2570.0,2523.5,2354.6,2335.5
