AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,1.2,1.0,2.7,3.6,2.7,2.6,3.6,1.5,1.0,0.9
Cash_from_Operations,47.9,51.1,23.7,32.7,27.5,25.8,16.1,19.3,16.6,28.1
Diluted_EPS,3.225,4.002,2.735,1.983,2.593,1.761,1.891,1.731,1.617,1.997
Goodwill_Intangibles,88.4,89.7,91.1,91.7,44.8,45.1,45.6,46.6,43.1,42.2
LT_Debt,28.3,28.2,35.6,35.5,27.9,27.8,27.7,27.6,27.5,27.4
Net_Income,34.4,43.5,30.0,20.9,22.6,15.2,16.3,15.0,12.7,15.7
Revenue,96.0,95.8,95.8,92.9,68.8,63.0,56.2,55.2,47.5,53.0
Shares_Diluted,10.6746,10.8772,10.9858,10.5413,8.7085,8.6606,8.6212,8.6885,7.8776,7.8846
Total_Assets,3065.9,3334.6,3050.0,2478.6,1862.9,1816.1,1678.6,1547.6,1346.5,1307.5
Total_Liabilities,2744.7,2979.8,2712.1,2158.3,1640.3,1607.4,1477.3,1349.8,1172.7,1140.0
