AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,8.4,11.4,15.9,13.4,9.6,6.5,3.8,5.2,5.7
Cash_from_Operations,156.1,90.5,80.6,122.4,91.7,86.7,73.0,56.0,59.5
Diluted_EPS,3.469,2.468,2.2,2.111,1.808,1.811,1.607,0.962,1.9380000000000002
Goodwill_Intangibles,208.0,210.9,214.5,218.9,224.2,96.1,98.1,100.2,22.2
LT_Debt,158.8,257.5,158.8,158.7,158.5,158.3,60.2,60.3,60.3
Net_Income,113.4,82.2,74.6,74.1,54.3,49.3,44.0,20.8,41.2
Revenue,216.0,231.8,240.8,229.2,187.5,168.9,154.5,123.8,119.6
Shares_Diluted,32.692,33.281,33.895,35.116,30.047,27.2424,27.3744,21.6588,21.2543
Total_Assets,7259.6,7008.2,6748.9,6123.5,6498.1,5563.8,5162.0,4807.3,3445.7
Total_Liabilities,6347.4,6132.9,5944.3,5392.2,5744.0,5045.5,4717.9,4382.0,3186.1
