AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,8.6,2.8,3.1,2.3,0.7,0.1,,
Cash_from_Operations,5.6,9.6,0.0,-3.2,-1.5,-0.8,0.0,-0.1
Diluted_EPS,0.018,-0.065,-0.457,-0.598,-0.525,-0.707,-0.25,-0.261
Goodwill_Intangibles,168.8,138.5,135.7,34.0,20.8,5.3,,
LT_Debt,21.8,17.6,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,0.5,-1.5,-9.1,-6.5,-3.2,-1.0,-0.1,-0.1
Revenue,45.7,41.4,20.0,9.0,3.8,0.7,0.0,0.0
Shares_Diluted,25.7382,22.7784,19.9335,10.8172,6.0436,1.4813,0.267,0.267
Total_Assets,509.7,436.9,332.2,153.5,65.7,23.8,0.0,0.1
Total_Liabilities,106.8,91.7,17.0,6.3,3.5,0.3,0.5,0.5
