AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
Capital_Expenditures,5.5,2.8,1.2,1.2,0.7
Cash_from_Operations,-61.8,-32.7,0.5,3.6,5.6
Diluted_EPS,0.001,-0.149,-0.192,-0.054,0.053
Goodwill_Intangibles,39.4,44.9,33.7,36.1,
LT_Debt,80.6,0.0,6.6,0.0,0.0
Net_Income,0.1,-10.9,-14.3,-4.0,3.9
Revenue,252.5,203.0,187.5,155.4,113.2
Shares_Diluted,80.6056,73.249,74.5784,74.5784,74.5784
Total_Assets,261.7,203.4,65.7,59.5,
Total_Liabilities,138.5,99.3,37.6,17.3,
