AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,,0.0,0.0,0.1,0.0,,
Cash_from_Operations,24.9,-68.9,-30.8,-37.5,-22.8,-17.8,2.6
Diluted_EPS,-1.983,-0.037,-3.814,-23.645,-10.908,-22.24,1.74
Goodwill_Intangibles,0.0,27.8,59.5,59.5,59.5,59.5,77.4
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-19.9,-0.3,-22.5,-107.5,-33.7,-29.0,1.9
Revenue,40.0,26.5,11.2,0.0,0.0,0.4,30.0
Shares_Diluted,10.0273,9.1162,5.9111,4.5465,3.0887,1.3053,1.0867
Total_Assets,189.2,240.7,122.8,114.4,111.6,75.1,104.1
Total_Liabilities,31.0,69.0,132.1,141.1,67.4,57.1,65.4
