AAII_YR_DATA,12/31/2019,12/31/2018
Capital_Expenditures,0.8,0.5
Cash_from_Operations,-23.5,-20.7
Diluted_EPS,-0.976,-0.776
LT_Debt,0.0,0.0
Net_Income,-26.9,-21.4
Revenue,,0.0
Shares_Diluted,27.5424,27.5424
Total_Assets,94.1,46.7
Total_Liabilities,6.1,3.9
