AAII_YR_DATA,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016
Capital_Expenditures,0.1,0.0,0.8,1.7,0.6,0.2,0.0
Cash_from_Operations,-4.1,-8.6,-5.7,-6.0,-3.6,-2.4,-1.0
Diluted_EPS,-0.948,-1.238,-2.384,-1.702,-5.415,-1.904,-0.544
Goodwill_Intangibles,0.1,0.1,0.3,0.0,0.0,0.0,
LT_Debt,5.2,1.0,1.7,0.0,2.6,2.0,0.0
Net_Income,-6.3,-7.9,-12.6,-8.2,-18.0,-5.4,-1.5
Revenue,2.8,0.7,2.1,1.4,1.1,0.4,
Shares_Diluted,6.5957,6.4047,5.2649,4.8259,3.3181,2.8586,2.7406
Total_Assets,16.5,16.0,13.9,9.6,8.7,5.5,0.4
Total_Liabilities,9.4,9.8,8.8,2.9,5.9,9.3,3.0
