AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,53.4,57.1,63.6,82.0,68.3,59.2,33.9,43.5,38.1,37.7
Cash_from_Operations,1375.0,1130.9,-518.5,266.0,377.2,401.6,311.0,39.0,206.4,287.2
Diluted_EPS,8.016,7.583,4.681,6.031,5.855,4.401,3.661,2.888,2.978,2.7460000000000004
Goodwill_Intangibles,675.7,683.5,681.7,692.3,622.6,519.5,520.4,496.0,424.4,393.8
LT_Debt,1270.0,1175.4,1197.6,1087.3,786.6,658.8,655.0,673.2,537.4,269.3
Net_Income,481.7,438.2,271.6,347.5,335.0,247.9,192.4,145.9,145.1,128.8
Revenue,1747.4,1275.5,1293.0,1385.1,1170.8,946.5,812.5,718.5,671.3,630.7
Shares_Diluted,60.091,57.786,58.019,57.619,57.208,56.686,54.272,51.937,50.845,49.948
Total_Assets,52949.6,50142.1,45080.8,36620.6,31244.8,27916.0,25668.6,22909.3,20010.7,18097.8
Total_Liabilities,48152.8,45643.5,40964.8,32929.3,27977.3,24939.0,22972.9,20557.1,17940.9,16197.2
