AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,1118.1,1354.0,700.2,1322.1,1833.2,2162.8,1395.7,1628.3,3014.3
Cash_from_Operations,2192.2,1495.8,860.5,1742.9,1748.0,1718.7,1524.3,1956.9,2455.6
Diluted_EPS,2.598,4.111,-4.76,-1.894,-4.766,-0.227,-1.806,-1.82,1.209
Goodwill_Intangibles,203.9,211.5,223.3,230.9,244.0,251.9,251.9,251.9,251.9
LT_Debt,1002.0,1808.0,2168.1,2854.0,4176.9,4047.2,3730.1,4380.0,2849.6
Net_Income,1483.4,2364.1,-2519.9,-1033.3,-2616.9,-124.0,-932.7,-870.2,508.9
Revenue,3993.0,2829.4,1488.0,2877.1,3320.5,2858.7,2184.6,2364.3,3459.9
Shares_Diluted,571.0681,575.0987,529.3397,545.6742,549.11,545.1626,516.3361,478.2591,421.0602
Total_Assets,9486.4,9171.2,6645.9,10091.8,12730.4,16005.3,16163.6,17616.0,16467.1
Total_Liabilities,2993.0,3765.9,3823.1,4749.1,6117.6,6842.4,6572.4,7491.0,6306.2
