AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,532.3,322.3,39.3,54.7,36.8,26.2,16.2
Cash_from_Operations,-35.1,278.3,228.2,86.6,92.3,117.7,77.7
Diluted_EPS,0.816,1.82,-1.347,0.825,1.078,0.423,1.981
Goodwill_Intangibles,3487.4,3488.7,541.0,697.2,280.5,282.2,114.3
LT_Debt,1402.2,1157.7,651.0,443.8,7.6,9.4,0.0
Net_Income,157.9,322.0,-126.9,79.4,104.7,40.8,189.9
Revenue,3995.7,3133.4,1589.5,1701.1,1242.8,1048.7,871.2
Shares_Diluted,201.3,176.925,94.201,96.287,97.153,96.577,95.845
Total_Assets,8590.4,7747.8,1980.6,1960.5,1052.9,991.2,801.3
Total_Liabilities,4816.1,4064.9,1305.0,1193.2,328.4,341.5,202.4
