AAII_YR_DATA,09/30/2022,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013
Capital_Expenditures,5.2,0.9,5.0,9.6,4.7,6.3,11.5,9.9,9.6,15.6
Cash_from_Operations,4.2,2.8,9.4,10.4,7.8,10.7,15.0,15.1,10.8,13.9
Diluted_EPS,1.985,0.183,0.076,0.527,1.542,0.554,1.737,1.02,0.988,1.6130000000000002
Goodwill_Intangibles,4.2,4.4,4.6,4.1,4.3,4.5,4.6,4.8,7.2,1.1
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0
Net_Income,7.2,0.6,0.3,1.8,5.1,1.8,5.7,3.3,3.2,5.2
Revenue,87.9,81.3,88.7,108.7,114.1,112.2,120.2,122.9,129.2,112.1
Shares_Diluted,3.623,3.408,3.37,3.343,3.32,3.302,3.285,3.275,3.2344,3.2344
Total_Assets,47.6,52.6,64.7,72.3,69.8,68.0,66.3,59.5,61.1,51.1
Total_Liabilities,16.4,16.4,19.6,17.5,17.4,21.4,22.4,22.3,28.4,21.6
