AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,659.4,558.0,576.1,568.2,341.4,388.2,536.8,429.3,531.3
Cash_from_Operations,495.8,768.4,542.3,499.9,448.0,462.2,661.8,587.1,754.3
Diluted_EPS,1.868,1.945,1.689,1.388,1.433,0.326,-3.197,1.545,1.47
Goodwill_Intangibles,788.0,740.5,696.6,675.7,635.6,637.7,642.5,645.0,649.1
LT_Debt,2593.8,2211.6,2226.6,1856.8,1566.4,1746.6,1557.6,1825.3,1842.3
Net_Income,378.1,390.2,335.5,272.3,280.4,63.7,-623.1,297.5,278.2
Revenue,5680.7,5532.8,5336.8,4531.6,4443.4,4128.8,4014.1,4115.1,3920.2
Shares_Diluted,202.383,200.571,198.626,196.15,195.687,195.618,194.928,192.587,192.58700000000002
Total_Assets,8910.4,8053.4,7683.1,6988.1,6334.7,6284.5,6565.2,7832.4,7061.3
Total_Liabilities,5527.6,4974.3,4835.8,4421.3,3905.6,3968.2,4168.6,4698.4,4238.2
