AAII_YR_DATA,08/31/2020,08/31/2019,08/31/2018,08/31/2017,08/31/2016,08/31/2015,08/31/2014,10/31/2013
Capital_Expenditures,0.0,0.6,0.0,0.0,0.0,,0.1,0.1
Cash_from_Operations,-2.7,-3.0,-2.5,-1.5,-0.7,-1.5,-0.5,0.3
Diluted_EPS,-0.047,-0.053,-0.093,-0.032,-0.028,-0.045,-0.127,-0.019
Goodwill_Intangibles,0.3,0.3,0.1,0.1,0.1,0.0,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-3.9,-4.1,-6.6,-1.9,-1.2,-1.8,-3.3,-0.3
Revenue,0.4,0.2,0.4,0.1,0.0,0.0,0.0,0.0
Shares_Diluted,83.2013,77.7923,70.9604,58.7658,43.8404,39.7009,25.706,18.0746
Total_Assets,2.8,2.7,2.4,2.9,0.6,0.7,2.6,3.6
Total_Liabilities,0.3,0.3,0.0,,0.3,,0.9,1.5
