AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,743.0,891.0,1194.0,2472.0,3863.0,3757.0,3804.0,3749.0
Cash_from_Operations,588.0,2281.0,4095.0,1409.0,4731.0,-677.0,-2957.0,7607.0
Diluted_EPS,11.75,11.884,-4.012,0.666,4.96,2.151,10.625,17.75
Goodwill_Intangibles,22158.0,23203.0,26774.0,46744.0,56797.0,92801.0,21298.0,65952.0
LT_Debt,7774.0,10632.0,15611.0,13617.0,12624.0,30056.0,20456.0,24087.0
Net_Income,5868.0,6467.0,-2951.0,497.0,3673.0,1014.0,3978.0,7294.0
Revenue,13017.0,12566.0,11128.0,15436.0,22594.0,11672.0,48158.0,48778.0
Shares_Diluted,499.4,544.2,735.5,746.3,771.8,532.7,374.3963,413.7959
Total_Assets,41355.0,45707.0,70904.0,69349.0,187855.0,192164.0,79511.0,157634.0
Total_Liabilities,14786.0,19274.0,32400.0,28362.0,93563.0,91834.0,53524.0,78847.0
