AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,0.1,0.0,0.4,0.1,0.4,0.0,0.0,,
Cash_from_Operations,-27.6,-19.0,-17.8,-17.2,-12.2,-7.3,-3.8,-0.7,-1.4
Diluted_EPS,-1.015,-0.591,-1.763,-1.946,-2.751,-3.168,-2.397,-0.154,-0.76
Goodwill_Intangibles,11.1,11.1,11.1,11.1,11.1,11.1,11.1,0.0,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6
Net_Income,-29.0,-15.9,-17.4,-13.2,-11.9,-9.8,-3.9,-0.4,-1.8
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,28.6044,26.8759,9.8457,6.787,4.3174,3.0949,1.638,2.379,2.379
Total_Assets,57.4,84.1,29.0,25.2,19.6,19.5,16.4,0.0,0.8
Total_Liabilities,5.2,5.1,11.3,9.7,5.3,2.4,1.4,0.8,3.2
