AAII_YR_DATA,01/29/2022,01/30/2021,02/01/2020,02/02/2019,02/03/2018,01/28/2017,01/30/2016,01/31/2015,02/01/2014
Capital_Expenditures,33.0,31.1,77.8,65.4,56.3,87.6,103.9,98.1,86.4
Cash_from_Operations,171.4,-153.8,196.7,175.3,191.0,212.9,245.4,197.4,298.7
Diluted_EPS,1.999,-6.769,1.267,-0.256,0.836,1.515,1.537,1.692,1.646
Goodwill_Intangibles,109.2,109.3,136.5,135.6,26.2,114.8,25.9,25.9,25.9
LT_Debt,225.5,272.3,190.0,160.0,0.0,0.0,0.0,0.0,0.0
Net_Income,154.5,-488.7,94.5,-20.5,67.5,124.4,136.0,153.3,151.3
Revenue,3196.6,2234.7,3492.7,3177.9,2810.7,2718.3,2620.2,2496.1,2368.7
Shares_Diluted,77.268,72.198,74.605,80.026,80.687,82.135,88.501,90.612,91.90100000000001
Total_Assets,2014.6,1976.6,2465.1,1620.6,1421.5,1428.5,1369.1,1438.2,1421.2
Total_Liabilities,1602.2,1733.6,1744.2,788.2,466.3,491.0,464.2,427.1,422.7
