AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,78.9,93.3,59.4,74.6,148.7,142.9,126.5,59.7,58.5
Cash_from_Operations,165.3,284.2,337.2,197.9,242.8,353.4,268.0,235.0,277.9
Diluted_EPS,17.706,24.644,22.734,20.344,16.082,20.541,19.453,18.409,19.901
Goodwill_Intangibles,127.8,129.9,131.9,136.0,144.3,10.4,10.9,16.9,23.3
LT_Debt,814.9,608.9,654.1,771.0,602.9,507.3,490.9,363.5,349.5
Net_Income,190.4,270.1,253.8,234.3,190.2,243.0,238.1,233.3,264.4
Revenue,2356.1,2010.9,2190.3,2289.7,2198.4,2049.5,2140.8,2335.4,2280.4
Shares_Diluted,10.756,10.961,11.166,11.515,11.824,11.828,12.241,12.671,13.286
Total_Assets,2558.4,1933.9,1885.1,1697.3,1712.2,1416.4,1286.2,1231.9,1327.3
Total_Liabilities,1796.3,1174.1,1202.0,1207.4,1110.5,933.2,898.7,810.9,754.8
