AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.7,3.5,1.0,6.4,3.1,2.0,1.9,2.3,2.2,1.3
Cash_from_Operations,29.0,29.2,-7.1,11.6,16.8,9.9,7.6,13.1,2.2,17.8
Diluted_EPS,2.795,2.921,2.85,2.376,1.584,1.893,1.909,1.767,1.726,1.601
Goodwill_Intangibles,0.1,0.1,2.3,2.2,2.6,2.8,3.0,3.1,3.3,3.5
LT_Debt,16.2,16.2,0.0,0.0,0.0,31.6,31.6,9.6,15.1,13.2
Net_Income,12.6,13.2,12.8,10.6,7.1,8.4,8.5,7.9,7.7,7.1
Revenue,43.9,39.3,36.8,35.9,32.2,29.0,26.8,25.1,24.9,24.5
Shares_Diluted,4.5142,4.5089,4.4932,4.4812,4.4657,4.4622,4.459,4.458,4.4584,4.4573
Total_Assets,1336.5,1205.4,1093.6,872.9,805.3,745.8,691.4,628.9,624.1,585.4
Total_Liabilities,1281.3,1121.0,1012.7,801.1,740.8,687.2,635.1,575.3,572.6,535.6
