AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2013,12/31/2012,12/31/2011,12/31/2010
Capital_Expenditures,,,,,0.1,0.1,0.1
Cash_from_Operations,-0.2,-0.2,0.4,,-3.9,-2.6,3.9
Diluted_EPS,-0.016,-0.03,-0.013,0.449,-0.281,0.159,-0.184
Goodwill_Intangibles,,,,6.2,6.2,9.8,14.6
LT_Debt,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-0.8,-1.3,-0.5,10.4,-6.9,4.9,-5.6
Revenue,,,,0.6,1.1,4.0,4.5
Shares_Diluted,46.8815,44.2596,40.9883,22.6462,23.1788,24.3845,30.9376
Total_Assets,2.3,2.6,3.6,31.5,26.6,18.2,47.3
Total_Liabilities,0.4,0.2,0.1,1.4,1.7,3.6,9.5
