AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.0,0.1,,,,0.0,0.0,0.0
Cash_from_Operations,-1.5,-4.0,-0.8,-0.7,-0.3,0.0,0.2,-0.2
Diluted_EPS,-1.143,-1.96,-9.793,3.478,-93.634,1.437,-13.187,5.001
Goodwill_Intangibles,0.0,5.0,2.6,3.3,,6.7,,
LT_Debt,0.1,0.0,0.0,0.0,0.0,2.8,0.0,0.0
Net_Income,-5.7,-7.1,-2.8,0.6,-7.4,0.1,-0.7,0.3
Revenue,1.6,1.4,0.1,0.0,0.0,0.5,1.1,1.5
Shares_Diluted,4.9423,3.6301,0.2874,0.1673,0.0794,0.0583,0.0519,0.0501
Total_Assets,0.2,6.7,2.6,3.3,0.5,7.6,0.3,1.1
Total_Liabilities,1.3,4.8,1.4,1.0,6.4,6.1,0.3,0.5
