AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019
Capital_Expenditures,2.4,1.0,0.3,
Cash_from_Operations,-17.7,-34.8,-48.7,-0.3
Diluted_EPS,-1.608,-1.136,-1.962,0.001
Goodwill_Intangibles,353.0,355.5,44.3,
LT_Debt,425.3,414.6,43.2,0.0
Net_Income,-156.6,-106.6,-71.3,0.0
Revenue,275.9,192.4,72.3,
Shares_Diluted,97.3512,93.8846,36.3442,21.5625
Total_Assets,1049.1,1038.7,268.4,174.4
Total_Liabilities,969.7,821.7,161.1,6.2
