AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019
Capital_Expenditures,0.3,0.0,0.0,2.5
Cash_from_Operations,-18.0,-6.9,-4.3,-8.4
Diluted_EPS,-0.695,-30.017,-12.07,-13.419
Goodwill_Intangibles,0.7,0.6,0.5,0.4
LT_Debt,2.2,2.7,3.2,3.8
Net_Income,-1.7,-16.8,-6.8,-7.5
Revenue,4.8,2.5,2.5,4.3
Shares_Diluted,2.48,0.5613,0.5612,0.5612
Total_Assets,13.6,10.0,9.0,12.6
Total_Liabilities,13.6,30.5,13.2,15.7
