AAII_YR_DATA,01/28/2023,01/29/2022,01/30/2021,02/01/2020,02/02/2019,02/03/2018,01/28/2017
Capital_Expenditures,23.4,17.6,11.6,26.3,40.5,54.1,
Cash_from_Operations,53.3,121.2,151.8,99.1,115.1,48.3,
Diluted_EPS,0.481,-0.273,0.223,0.381,0.788,0.008,-0.265
Goodwill_Intangibles,8.4,8.4,8.4,8.4,8.9,9.0,
LT_Debt,304.7,320.8,193.4,240.4,0.0,0.0,0.0
Net_Income,50.2,-29.9,24.5,41.9,86.7,0.8,-29.1
Revenue,1288.1,1297.3,984.2,1037.0,909.1,804.3,640.2
Shares_Diluted,104.489,109.886,110.0,110.0,110.0,110.0,110.0
Total_Assets,527.3,578.5,648.2,636.0,317.3,326.6,
Total_Liabilities,757.5,836.8,711.4,731.5,190.8,188.7,
